,pareto_points,solution_points
3137,[0.89330315 1.20121717],[-0.43258232  0.45165417 -0.38035086  0.2243208 ]
3138,[1.         0.81409019],[-0.05416366 -0.05249666 -0.46514022 -0.21177432]
3139,[1.         1.01977181],[-0.25333396  0.1018929  -0.33094496 -0.08859489]
3140,[1.         0.98818839],[-0.26916754  0.21243635 -0.31947118  0.03842594]
3141,[0.99679638 1.0585531 ],[-0.32598108  0.3413885  -0.362464    0.1993266 ]
3142,[1.         1.02481437],[-0.25929603  0.11122318 -0.35339153 -0.05705561]
3143,[1.         0.99283975],[-0.262196    0.17541194 -0.31486878 -0.01162599]
3144,[0.85145415 1.16627383],[-0.38377252  0.3886907  -0.38131696  0.21113178]
3145,[1.        0.5505951],[ 0.08695367  0.03300399 -0.6543479  -0.21025726]
3146,[1.         0.92700136],[-0.17722203  0.04184118 -0.3561919  -0.15609235]
3147,[1.         0.60820764],[ 0.1011838  -0.05071676 -0.6804587  -0.20930108]
3148,[1.         0.83611143],[-0.07555249 -0.04226911 -0.46473312 -0.22736378]
3149,[1.         1.00796676],[-0.28193843  0.22313271 -0.3752517   0.10129812]
3150,[1.         0.99315476],[-0.277336    0.23773554 -0.33985072  0.08795026]
3151,[1.         1.02836955],[-0.27241126  0.14594291 -0.38902032  0.01883969]
3152,[1.         0.86528707],[-0.10709745 -0.02135338 -0.4419895  -0.21623524]
3153,[1.       1.009691],[-0.26010913  0.1380576  -0.33526596 -0.03986037]
3154,[0.71972088 1.04092205],[-0.3330298   0.40218723 -0.30428046  0.21126279]
3155,[1.         1.02899349],[-0.29139075  0.21675459 -0.37799162  0.12424669]
3156,[1.         1.02849007],[-0.28927657  0.20864937 -0.37825143  0.1120221 ]
3157,[1.         1.02577078],[-0.26685318  0.13247478 -0.3740316  -0.01232413]
3158,[1.         1.03047502],[-0.2814602   0.17360473 -0.3565617   0.05553699]
3159,[1.         0.99327278],[-0.24986352  0.13346209 -0.28721166 -0.08828996]
3160,[1.         1.01125562],[-0.24871202  0.10174783 -0.30766892 -0.10946967]
3161,[1.         1.03120589],[-0.2699558   0.13322493 -0.37458536 -0.00270348]
3162,[1.         0.99796164],[-0.29130295  0.30555713 -0.35433787  0.18502054]
3163,[1.         1.01670492],[-0.23933084  0.06913114 -0.36496085 -0.14730847]
3164,[1.         0.52373093],[ 0.10238439  0.04408202 -0.6719389  -0.2086093 ]
3165,[1.         0.44016081],[ 0.19430062  0.02623025 -0.78554934 -0.19929609]
3166,[1.         0.82189196],[-0.12126748  0.05774031 -0.43519056 -0.19889815]
3167,[1.        1.0399226],[-0.2650473   0.10470382 -0.33191633 -0.05265418]
3168,[1.         0.94738841],[-0.18715155  0.03772333 -0.37432826 -0.16356815]
3169,[1.         1.06549549],[-0.32384616  0.2936593  -0.40493572  0.20481998]
3170,[1.         0.93666452],[-0.20269027  0.08875495 -0.3783756  -0.16497678]
3171,[1.         0.39703807],[ 0.3218867  -0.04644573 -0.9482903  -0.18665606]
3172,[0.99448683 1.11654449],[-0.47807533  0.5295327  -0.33969492  0.23705527]
3173,[0.9949594  1.06646907],[-0.33018035  0.34431884 -0.36439085  0.20008773]
3174,[1.       0.885575],[-0.12127475 -0.01888306 -0.4294233  -0.20866445]
3175,[1.         1.02380311],[-0.2688715   0.14221536 -0.37617487  0.00167286]
3176,[1.         0.86488414],[-0.09817171 -0.03599903 -0.42927402 -0.21481463]
3177,[1.        0.9966774],[-0.24644776  0.11770407 -0.34188887 -0.08143111]
3178,[1.         0.68277717],[ 0.03323922 -0.04158857 -0.59690607 -0.21620983]
3179,[1.         0.76481187],[-0.09205554  0.07273498 -0.45619243 -0.20641774]
3180,[1.         0.92187601],[-0.17584586  0.04537757 -0.39632216 -0.18206233]
3181,[1.         0.79601711],[-0.03934337 -0.05606014 -0.5101998  -0.22373548]
3182,[1.         0.99810475],[-0.26972076  0.19333315 -0.33810514  0.03127974]
3183,[1.         1.00035906],[-0.24707961  0.11376216 -0.34193122 -0.08779912]
3184,[1.         1.02317679],[-0.28320807  0.194875   -0.40509987  0.09275864]
3185,[1.         0.92899925],[-0.17057405  0.02520096 -0.38743076 -0.17433059]
3186,[1.         0.99020189],[-0.26617977  0.19580203 -0.31813437  0.01658849]
3187,[1.         1.00921285],[-0.26556408  0.15679112 -0.3473518  -0.00586024]
3188,[1.         0.51547605],[ 0.15823689 -0.01891717 -0.74646366 -0.20326304]
3189,[1.         0.78861576],[-0.05953877 -0.0169359  -0.48153225 -0.22557057]
3190,[1.         0.79288298],[-0.10675386  0.0657033  -0.4456373  -0.20254286]
3191,[1.         1.03647983],[-0.27087817  0.12744984 -0.3329485  -0.01806768]
3192,[1.         0.75469738],[-0.00455284 -0.06370223 -0.5532948  -0.22021574]
3193,[1.         0.98190737],[-0.21167822  0.048768   -0.38174528 -0.16334738]
3194,[1.        1.0049336],[-0.23091099  0.06417672 -0.35450676 -0.14306958]
3195,[1.         0.89414209],[-0.13168329 -0.00971803 -0.4283519  -0.20553246]
3196,[0.99509191 1.13252831],[-0.36259982  0.3472759  -0.39430866  0.21532261]
3197,[1.         0.89557958],[-0.13870376  0.0016927  -0.4081063  -0.19278948]
3198,[1.         1.06444383],[-0.3221777   0.2857449  -0.41737828  0.19168413]
3199,[1.         0.94699889],[-0.20203657  0.0725401  -0.30984333 -0.12565751]
3200,[1.         0.64865839],[ 0.03412366 -0.00563386 -0.5941963  -0.2159035 ]
3201,[1.         0.98367792],[-0.2592893   0.18262057 -0.29418012 -0.02107185]
3202,[1.         0.99818259],[-0.27392673  0.21035525 -0.3452872   0.05879553]
3203,[1.         0.98295838],[-0.2225488   0.07346576 -0.3262141  -0.12979835]
3204,[1.         0.64549619],[ 0.06109422 -0.0394944  -0.6305455  -0.21334246]
3205,[1.         1.02593112],[-0.29525578  0.24255215 -0.42648292  0.17100205]
3206,[0.73526577 1.0774678 ],[-0.35281655  0.40786    -0.32230085  0.21329758]
3207,[0.99174543 1.20353019],[-0.5210386   0.5816292  -0.37819108  0.21973297]
3208,[1.         0.92207915],[-0.17078422  0.03418229 -0.40023714 -0.18550387]
3209,[1.         0.77123821],[-0.07422844  0.0289187  -0.46738678 -0.21997392]
3210,[1.         0.59718865],[ 0.03119346  0.06233424 -0.5834796  -0.21579604]
3211,[1.         1.01203024],[-0.28279272  0.21749327 -0.3842504   0.10229835]
3212,[1.         0.48589554],[ 0.15593243  0.01781762 -0.7397954  -0.20327885]
3213,[0.99541608 1.08024454],[-0.476204    0.54449457 -0.32321635  0.24493393]
3214,[1.         0.96772838],[-0.2064723   0.05518484 -0.38088962 -0.16648677]
3215,[1.         1.01894498],[-0.24647537  0.0844316  -0.35313696 -0.11815135]
3216,[0.99980746 0.99183273],[-0.29022688  0.32223994 -0.33506334  0.18859255]
3217,[1.         1.02613509],[-0.2934949   0.23331566 -0.41561377  0.1552949 ]
3218,[1.         1.03423345],[-0.26741758  0.12048984 -0.36149958 -0.02405789]
3219,[1.         1.04197085],[-0.25718278  0.08009069 -0.34820673 -0.08902919]
3220,[1.         1.02671874],[-0.29558384  0.242163   -0.41909873  0.1692383 ]
3221,[1.         0.91005236],[-0.15273409  0.01186845 -0.41455826 -0.19467166]
3222,[0.99784455 0.97836947],[-0.27490863  0.26532322 -0.30469757  0.09094137]
3223,[1.         0.88936853],[-0.16575623  0.0655737  -0.4039316  -0.1819861 ]
3224,[1.         1.03032529],[-0.30037662  0.25777793 -0.40620485  0.19081748]
3225,[1.         0.53018385],[ 0.12583455  0.00390264 -0.70467395 -0.20644704]
3226,[0.9985703  1.06100571],[-0.32663682  0.33565825 -0.36956605  0.19826522]
3227,[1.         0.77136821],[-0.03601328 -0.03539547 -0.51207244 -0.22327024]
3228,[1.         1.02836573],[-0.28999794  0.21204126 -0.38095602  0.11758548]
3229,[1.         0.98909587],[-0.21874696  0.0559198  -0.3767525  -0.15969597]
3230,[1.         0.99962074],[-0.28121307  0.24023142 -0.3574078   0.10665852]
3231,[1.         1.02597392],[-0.26664364  0.13148539 -0.37379095 -0.01376624]
3232,[1.        0.9956634],[-0.26424512  0.17743628 -0.32356358 -0.00138258]
3233,[1.         1.02315974],[-0.25668803  0.10625707 -0.34430605 -0.07129816]
3234,[1.         1.03404379],[-0.26471287  0.11274393 -0.37353006 -0.03386597]
3235,[1.         0.85622388],[-0.08736405 -0.04447494 -0.4361794  -0.22025383]
3236,[1.         1.03559875],[-0.2676074   0.11889672 -0.35112697 -0.02811912]
3237,[1.         1.00086832],[-0.26819345  0.18188266 -0.3398646   0.01863015]
3238,[1.         1.10830128],[-0.3491434   0.32863164 -0.39805645  0.2116147 ]
3239,[1.         1.03391767],[-0.26544982  0.11511387 -0.3714088  -0.03061695]
3240,[1.         0.55053586],[ 0.09094706  0.02724007 -0.65980893 -0.20988256]
3241,[1.         1.06544328],[-0.32364315  0.29240993 -0.41343057  0.18987185]
3242,[1.         0.76876843],[-0.08986115  0.06273718 -0.45750672 -0.20896302]
3243,[1.         0.96726143],[-0.20816554  0.0597866  -0.378573   -0.16572344]
3244,[1.         1.02644598],[-0.27493277  0.15784141 -0.39390546  0.03683434]
3245,[1.         1.02679241],[-0.29293245  0.22901738 -0.4061305   0.14728132]
3246,[1.        1.0409838],[-0.26091275  0.09154296 -0.34441972 -0.07058163]
3247,[1.         0.93456596],[-0.17636459  0.03051388 -0.38075435 -0.16944624]
3248,[0.98194227 1.14291358],[-0.36842167  0.35682026 -0.3895274   0.22027084]
3249,[1.         0.70872426],[-0.02023442  0.00957653 -0.52651876 -0.2213833 ]
3250,[1.         1.00324988],[-0.26785645  0.17598309 -0.3430485   0.01413754]
3251,[0.96166134 1.15297163],[-0.37391984  0.36386326 -0.38922498  0.22048533]
3252,[1.         0.47406173],[ 0.30932269 -0.11240628 -0.93996125 -0.1883394 ]
3253,[1.         0.92978966],[-0.17917919  0.0425721  -0.35631675 -0.1557174 ]
3254,[1.         1.02987528],[-0.28174832  0.17582446 -0.3614992   0.05968177]
3255,[1.         1.00100267],[-0.5131253   0.61900836 -0.2854053   0.25827155]
3256,[1.         1.01726353],[-0.29031816  0.24010617 -0.40360138  0.14757365]
3257,[1.         0.68883198],[ 0.02059942 -0.03047457 -0.5803715  -0.2174386 ]
3258,[1.         0.89724344],[-0.14240041  0.00680983 -0.41976362 -0.20021759]
3259,[1.         0.36496681],[ 0.27328584  0.03191489 -0.8809634  -0.19116694]
3260,[1.         1.04577541],[-0.31119037  0.27524486 -0.41034073  0.19934288]
3261,[1.        1.0278337],[-0.2698709   0.13859881 -0.38423145  0.00434655]
3262,[1.         0.88161385],[-0.11628601 -0.02328554 -0.43558335 -0.21354242]
3263,[1.         0.99293345],[-0.27727768  0.23801655 -0.3393227   0.08782957]
3264,[1.        0.7286306],[-0.06428471  0.06459568 -0.47562805 -0.21755314]
3265,[1.        0.9955402],[-0.28202665  0.25531358 -0.34902522  0.11792769]
3266,[1.         1.03067279],[-2.7010030e-01  1.3456395e-01 -3.7806880e-01 -1.2288243e-04]
3267,[1.         0.99895352],[-0.26623195  0.17834544 -0.3328673   0.00801796]
3268,[1.        0.8589884],[-0.11099665 -0.00749207 -0.3762108  -0.1835369 ]
3269,[1.         1.00423253],[-0.25171915  0.12126282 -0.3067161  -0.08609205]
3270,[1.         0.36661148],[ 0.34236494 -0.0293619  -0.9713847  -0.18445478]
3271,[1.         1.02853477],[-0.25318807  0.08859172 -0.3468187  -0.09621627]
3272,[0.70733259 1.0486207 ],[-0.33438572  0.39876434 -0.30970472  0.21067518]
3273,[1.         0.81948769],[-0.07635546 -0.02319592 -0.4629472  -0.22637379]
3274,[1.         0.81289512],[-0.09953749  0.0254766  -0.44978544 -0.2122213 ]
3275,[1.         0.64321071],[ 0.04719409 -0.01825503 -0.611413   -0.21463963]
3276,[1.         0.92837316],[-0.16482148  0.01420389 -0.40685368 -0.1860358 ]
3277,[1.         0.67874199],[-1.7629564e-04  1.2254640e-02 -5.5061901e-01 -2.1931151e-01]
3278,[1.         0.95998657],[-0.19531164  0.03978411 -0.3770556  -0.16318731]
3279,[1.         0.83380795],[-0.13210134  0.06520414 -0.42770994 -0.19379058]
3280,[1.         0.97191221],[-0.21962348  0.08153787 -0.30553108 -0.11937696]
3281,[1.         1.03615701],[-0.25965396  0.09514175 -0.3685324  -0.06355648]
3282,[1.         1.01375079],[-0.2525087   0.1086853  -0.32113767 -0.08888287]
3283,[1.         0.88281322],[-0.1279662  -0.00371352 -0.4009099  -0.19191132]
3284,[1.         1.01565063],[-0.2380962   0.06747537 -0.35358912 -0.14095591]
3285,[1.         0.83431268],[-0.09875175 -0.00130023 -0.44885516 -0.21619377]
3286,[1.         0.88773149],[-0.17532218  0.09068848 -0.39776498 -0.17417845]
3287,[1.         0.75496244],[-0.05931807  0.02158374 -0.47774565 -0.22531688]
3288,[1.        1.0289588],[-0.29300225  0.22414578 -0.38320377  0.13626127]
3289,[1.         1.03698409],[-0.2654208   0.11026715 -0.3502947  -0.04131097]
3290,[1.         0.99161214],[-0.21897367  0.05315215 -0.37775502 -0.15946335]
3291,[1.         1.01008475],[-0.24205178  0.08539424 -0.3555634  -0.13062671]
3292,[1.         0.99163991],[-0.27112016  0.21302432 -0.32886788  0.04751042]
3293,[1.         1.03852117],[-0.26396137  0.10371605 -0.3462102  -0.05187482]
3294,[1.         0.99581409],[-0.23726517  0.0932966  -0.35497132 -0.14045922]
3295,[1.         0.98427224],[-0.23771545  0.11190813 -0.35034043 -0.10994209]
3296,[1.        1.0393343],[-0.30739957  0.2719503  -0.41600576  0.18518722]
3297,[1.        1.0286268],[-0.28517312  0.19145167 -0.3722165   0.0850361 ]
3298,[1.         1.00962961],[-0.2812053   0.21599093 -0.37746003  0.09439617]
3299,[0.96613412 1.03641689],[-0.31646478  0.35602513 -0.33471137  0.20166019]
3300,[1.         0.57951707],[ 0.10088161 -0.01983508 -0.6768406  -0.2091468 ]
3301,[1.        1.0029285],[-0.27928054  0.22295818 -0.36194205  0.0892479 ]
3302,[1.         0.74482632],[-0.06416602  0.04311322 -0.47509336 -0.22128099]
3303,[1.         1.00479472],[-0.22871771  0.05901502 -0.364079   -0.1486934 ]
3304,[1.         1.02043951],[-0.30338672  0.31011814 -0.36913627  0.19227415]
3305,[1.         1.03976274],[-0.25343812  0.07339054 -0.35378528 -0.10360617]
3306,[1.         0.94982618],[-0.18604606  0.03228245 -0.38550293 -0.16980495]
3307,[1.         1.03168488],[-0.26991463  0.13230285 -0.37118268 -0.00464028]
3308,[1.         0.89409763],[-0.19036633  0.12046397 -0.38783675 -0.16363028]
3309,[0.8437892 1.0453198],[-0.34888852  0.42077088 -0.30329543  0.21557105]
3310,[1.         1.03124654],[-0.3010751   0.25905427 -0.39986944  0.19174102]
3311,[0.88734002 1.12515402],[-0.39462894  0.43549502 -0.3431823   0.22058198]
3312,[1.         0.91109085],[-0.15611681  0.01735306 -0.39198488 -0.18003424]
3313,[1.         1.02988744],[-0.2702083   0.13622357 -0.38360995  0.00327031]
3314,[0.79108284 1.15516245],[-0.39570746  0.42192745 -0.3594166   0.21804604]
3315,[0.99441524 0.97608966],[-0.41324455  0.5240652  -0.26865426  0.2383722 ]
3316,[1.        1.0336777],[-0.2745537   0.14383717 -0.34273857  0.00828947]
3317,[1.         1.02488875],[-0.24487367  0.07193913 -0.36003783 -0.12953131]
3318,[0.99825227 1.11080933],[-0.52681327  0.6041006  -0.33649838  0.23559096]
3319,[1.         0.76601768],[-0.07734817  0.04135244 -0.46584457 -0.21713454]
3320,[1.         1.02882862],[-0.2775516   0.1626277  -0.37491292  0.04184479]
3321,[1.         0.78872746],[-0.03364184 -0.05696364 -0.47555375 -0.20212677]
3322,[1.         0.99271232],[-0.27970168  0.2507995  -0.34099776  0.10518695]
3323,[1.         0.98866612],[-0.2328159   0.09183645 -0.29435897 -0.1104129 ]
3324,[1.         0.98812419],[-0.26064634  0.17889854 -0.30413455 -0.01684169]
3325,[1.         1.00177002],[-0.24939302  0.11829457 -0.29740155 -0.09805823]
3326,[1.         1.04095638],[-0.25949124  0.08771393 -0.35182136 -0.07519858]
3327,[1.         0.77723831],[-0.06649265  0.0077718  -0.47147688 -0.22533666]
3328,[1.         0.51101524],[ 0.12826347  0.02346426 -0.7055673  -0.20608068]
3329,[0.73209984 1.21099305],[-0.41588718  0.41831958 -0.38811898  0.21832952]
3330,[1.         1.03102064],[-0.27983946  0.16669324 -0.35364798  0.04461404]
3331,[1.         0.35189655],[ 0.28537253  0.03611866 -0.8952132  -0.189903  ]
3332,[1.         1.02278078],[-0.2906948   0.2281852  -0.41538873  0.14325574]
3333,[1.         0.79068428],[-0.09511533  0.04464623 -0.45336482 -0.21035103]
3334,[1.         0.37727857],[ 0.4755186  -0.11149168 -1.1418886  -0.17130077]
3335,[1.         0.96846712],[-0.20469657  0.05010204 -0.38341874 -0.16727744]
3336,[1.         1.00628269],[-0.2555473   0.1295075  -0.31926072 -0.06470421]
3337,[1.         0.93057936],[-0.17041396  0.02294695 -0.39232787 -0.17699054]
3338,[1.         0.83815968],[-0.14921156  0.09885857 -0.41641328 -0.18183124]
3339,[0.98726606 0.99305862],[-0.3978085   0.49966443 -0.2765511   0.23297474]
3340,[1.         0.93566698],[-0.17460245  0.02545352 -0.39048755 -0.17505899]
3341,[0.9411613  1.11759079],[-0.41002992  0.4563678  -0.3391201   0.22530484]
3342,[1.         0.96041459],[-0.20611235  0.06407997 -0.37755173 -0.16702951]
3343,[1.         0.91421741],[-0.15991879  0.02126223 -0.38666022 -0.17632307]
3344,[1.        0.9821049],[-0.26663458  0.21533366 -0.30424792  0.0284875 ]
3345,[1.         1.04143345],[-0.2548647   0.07477097 -0.36117333 -0.09538649]
3346,[1.         1.01733732],[-0.27774483  0.18535557 -0.3853351   0.06336895]
3347,[1.         1.03237283],[-0.27207932  0.13802782 -0.3594385   0.00215499]
3348,[1.         1.00014806],[-0.27025384  0.19121431 -0.3425599   0.03261024]
3349,[1.         0.64951301],[ 0.09912294 -0.08925065 -0.67044204 -0.20390567]
3350,[1.        1.0074743],[-0.23983414  0.08329059 -0.31978106 -0.12244953]
3351,[1.         1.02986896],[-0.27607453  0.155616   -0.3690782   0.03030546]
3352,[1.        0.9976809],[-0.2798057   0.23827589 -0.35190454  0.09933801]
3353,[1.        0.6301589],[ 0.00564787  0.06349194 -0.55230516 -0.21840723]
3354,[1.         0.86158866],[-0.11095442 -0.01049592 -0.38452289 -0.18790619]
3355,[1.         1.04038775],[-0.25835985  0.08547856 -0.36133462 -0.07706787]
3356,[1.         1.05161572],[-0.3137181   0.2726926  -0.42258045  0.1863411 ]
3357,[1.         0.99944288],[-0.24933547  0.12181644 -0.2941911  -0.0965408 ]
3358,[1.         1.02786827],[-0.27884898  0.16903543 -0.38114837  0.05253393]
3359,[1.         1.01450312],[-0.28772828  0.23438625 -0.3952324   0.13303243]
3360,[1.         0.54587537],[ 0.10755396  0.00965351 -0.68184716 -0.20828605]
3361,[1.        0.9887796],[-0.26435927  0.19160986 -0.31239358  0.0062805 ]
3362,[1.         0.98718184],[-0.21837549  0.05756971 -0.35801342 -0.14777821]
3363,[1.         1.01891792],[-0.28666782  0.21886139 -0.4027321   0.12042877]
3364,[1.         0.91941661],[-0.17073846  0.03742145 -0.36024767 -0.159729  ]
3365,[1.         0.99020934],[-0.2337121   0.0919772  -0.35790166 -0.15159786]
3366,[1.         1.03783941],[-0.25714895  0.08586881 -0.34551883 -0.08604045]
3367,[1.         0.61776376],[ 0.06079051 -0.00888029 -0.6269536  -0.21318991]
3368,[1.         1.04305422],[-0.2567792   0.0775046  -0.35299194 -0.09046251]
3369,[1.         0.95868981],[-0.18958828  0.028928   -0.39637446 -0.17485484]
3370,[1.        1.0302906],[-0.25027797  0.07837235 -0.33497036 -0.11421297]
3371,[1.         0.90300786],[-0.18268022  0.08689338 -0.3924745  -0.17228761]
3372,[0.99980746 0.98737878],[-0.28455144  0.29624736 -0.32787806  0.14993852]
3373,[1.         0.86288381],[-0.10478269 -0.02270725 -0.4058442  -0.20074847]
3374,[1.         1.03145528],[-0.30210057  0.2642582  -0.40541863  0.20049918]
3375,[0.71737393 1.16552997],[-0.39300042  0.41196132 -0.36705202  0.21601474]
3376,[0.932769   1.02151358],[-0.30981377  0.36170346 -0.3203172   0.202423  ]
3377,[1.         0.40552205],[ 0.24543336  0.01124024 -0.8492829  -0.19414553]
